Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth1,236,2024-11-18 06:50:46.073,192.168.1.10,192.168.1.20,TCP,66,36970 → 44818 0x0010
s1-eth1,237,2024-11-18 06:50:46.074,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,238,2024-11-18 06:50:46.094,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,134,2024-11-18 06:50:46.049,192.168.1.20,192.168.1.10,TCP,66,44818 → 36954 0x0011
s1-eth2,135,2024-11-18 06:50:46.049,192.168.1.10,192.168.1.20,TCP,66,36954 → 44818 0x0010
s1-eth1,239,2024-11-18 06:50:46.102,192.168.1.10,192.168.1.20,TCP,66,36974 → 44818 0x0011
s1-eth2,136,2024-11-18 06:50:46.051,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,137,2024-11-18 06:50:46.057,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,138,2024-11-18 06:50:46.057,192.168.1.20,192.168.1.10,TCP,66,44818 → 36974 0x0010
s1-eth1,240,2024-11-18 06:50:46.102,192.168.1.20,192.168.1.10,TCP,66,44818 → 36974 0x0011
s1-eth1,241,2024-11-18 06:50:46.102,192.168.1.10,192.168.1.20,TCP,66,36974 → 44818 0x0010
s1-eth2,139,2024-11-18 06:50:46.067,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,140,2024-11-18 06:50:46.071,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,141,2024-11-18 06:50:46.071,192.168.1.10,192.168.1.20,TCP,66,36974 → 44818 0x0010
s1-eth2,142,2024-11-18 06:50:46.072,192.168.1.10,192.168.1.20,TCP,66,36970 → 44818 0x0011
s1-eth2,143,2024-11-18 06:50:46.073,192.168.1.20,192.168.1.10,TCP,66,44818 → 36970 0x0011
s1-eth2,144,2024-11-18 06:50:46.073,192.168.1.10,192.168.1.20,TCP,66,36970 → 44818 0x0010
s1-eth2,145,2024-11-18 06:50:46.074,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,146,2024-11-18 06:50:46.094,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,147,2024-11-18 06:50:46.102,192.168.1.10,192.168.1.20,TCP,66,36974 → 44818 0x0011
s1-eth2,148,2024-11-18 06:50:46.102,192.168.1.20,192.168.1.10,TCP,66,44818 → 36974 0x0011
s1-eth2,149,2024-11-18 06:50:46.102,192.168.1.10,192.168.1.20,TCP,66,36974 → 44818 0x0010
s1-eth1,242,2024-11-18 06:50:46.263,192.168.1.10,192.168.1.20,TCP,74,36984 → 44818 0x0002
s1-eth3,107,2024-11-18 06:50:46.355,192.168.1.10,192.168.1.30,TCP,74,60142 → 44818 0x0002
s1-eth3,108,2024-11-18 06:50:46.355,192.168.1.30,192.168.1.10,TCP,74,44818 → 60142 0x0012
s1-eth3,109,2024-11-18 06:50:46.355,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth2,150,2024-11-18 06:50:46.263,192.168.1.10,192.168.1.20,TCP,74,36984 → 44818 0x0002
s1-eth1,243,2024-11-18 06:50:46.263,192.168.1.20,192.168.1.10,TCP,74,44818 → 36984 0x0012
s1-eth1,244,2024-11-18 06:50:46.263,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth3,110,2024-11-18 06:50:46.398,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,111,2024-11-18 06:50:46.398,192.168.1.30,192.168.1.10,TCP,66,44818 → 60142 0x0010
s1-eth3,112,2024-11-18 06:50:46.401,192.168.1.10,192.168.1.30,TCP,74,60156 → 44818 0x0002
s1-eth3,113,2024-11-18 06:50:46.401,192.168.1.30,192.168.1.10,TCP,74,44818 → 60156 0x0012
s1-eth2,151,2024-11-18 06:50:46.263,192.168.1.20,192.168.1.10,TCP,74,44818 → 36984 0x0012
s1-eth1,245,2024-11-18 06:50:46.295,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth3,114,2024-11-18 06:50:46.401,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth2,152,2024-11-18 06:50:46.263,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth2,153,2024-11-18 06:50:46.296,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,246,2024-11-18 06:50:46.296,192.168.1.20,192.168.1.10,TCP,66,44818 → 36984 0x0010
s1-eth1,247,2024-11-18 06:50:46.298,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,248,2024-11-18 06:50:46.298,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth3,115,2024-11-18 06:50:46.402,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,116,2024-11-18 06:50:46.402,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth3,117,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,TCP,74,60158 → 44818 0x0002
s1-eth3,118,2024-11-18 06:50:46.404,192.168.1.30,192.168.1.10,TCP,74,44818 → 60158 0x0012
s1-eth2,154,2024-11-18 06:50:46.296,192.168.1.20,192.168.1.10,TCP,66,44818 → 36984 0x0010
s1-eth2,155,2024-11-18 06:50:46.298,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,156,2024-11-18 06:50:46.298,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth1,249,2024-11-18 06:50:46.300,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,250,2024-11-18 06:50:46.314,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,251,2024-11-18 06:50:46.318,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0011
s1-eth1,252,2024-11-18 06:50:46.318,192.168.1.20,192.168.1.10,TCP,66,44818 → 36984 0x0011
s1-eth1,253,2024-11-18 06:50:46.318,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth3,119,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth3,120,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,121,2024-11-18 06:50:46.410,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,157,2024-11-18 06:50:46.300,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,158,2024-11-18 06:50:46.314,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,254,2024-11-18 06:50:46.355,192.168.1.10,192.168.1.30,TCP,74,60142 → 44818 0x0002
s1-eth1,255,2024-11-18 06:50:46.355,192.168.1.30,192.168.1.10,TCP,74,44818 → 60142 0x0012
s1-eth3,122,2024-11-18 06:50:46.414,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0011
s1-eth3,123,2024-11-18 06:50:46.414,192.168.1.30,192.168.1.10,TCP,66,44818 → 60142 0x0011
s1-eth3,124,2024-11-18 06:50:46.414,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth3,125,2024-11-18 06:50:46.440,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,256,2024-11-18 06:50:46.355,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth3,126,2024-11-18 06:50:46.440,192.168.1.30,192.168.1.10,TCP,66,44818 → 60158 0x0010
s1-eth2,159,2024-11-18 06:50:46.318,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0011
s1-eth2,160,2024-11-18 06:50:46.318,192.168.1.20,192.168.1.10,TCP,66,44818 → 36984 0x0011
s1-eth2,161,2024-11-18 06:50:46.318,192.168.1.10,192.168.1.20,TCP,66,36984 → 44818 0x0010
s1-eth1,257,2024-11-18 06:50:46.398,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,258,2024-11-18 06:50:46.398,192.168.1.30,192.168.1.10,TCP,66,44818 → 60142 0x0010
s1-eth1,259,2024-11-18 06:50:46.401,192.168.1.10,192.168.1.30,TCP,74,60156 → 44818 0x0002
s1-eth3,127,2024-11-18 06:50:46.443,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,128,2024-11-18 06:50:46.443,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth1,260,2024-11-18 06:50:46.401,192.168.1.30,192.168.1.10,TCP,74,44818 → 60156 0x0012
s1-eth3,129,2024-11-18 06:50:46.445,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,261,2024-11-18 06:50:46.401,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth1,262,2024-11-18 06:50:46.402,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,263,2024-11-18 06:50:46.402,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth3,130,2024-11-18 06:50:46.456,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,131,2024-11-18 06:50:46.456,192.168.1.30,192.168.1.10,TCP,66,44818 → 60156 0x0010
s1-eth2,162,2024-11-18 06:50:46.491,192.168.1.10,192.168.1.20,TCP,74,36998 → 44818 0x0002
s1-eth2,163,2024-11-18 06:50:46.491,192.168.1.20,192.168.1.10,TCP,74,44818 → 36998 0x0012
s1-eth3,132,2024-11-18 06:50:46.458,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,164,2024-11-18 06:50:46.491,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth1,264,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,TCP,74,60158 → 44818 0x0002
s1-eth1,265,2024-11-18 06:50:46.404,192.168.1.30,192.168.1.10,TCP,74,44818 → 60158 0x0012
s1-eth1,266,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth3,133,2024-11-18 06:50:46.462,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0011
s1-eth3,134,2024-11-18 06:50:46.464,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,165,2024-11-18 06:50:46.531,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,166,2024-11-18 06:50:46.531,192.168.1.20,192.168.1.10,TCP,66,44818 → 36998 0x0010
s1-eth2,167,2024-11-18 06:50:46.536,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,168,2024-11-18 06:50:46.536,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth2,169,2024-11-18 06:50:46.538,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,170,2024-11-18 06:50:46.555,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,267,2024-11-18 06:50:46.404,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,268,2024-11-18 06:50:46.410,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,269,2024-11-18 06:50:46.414,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0011
s1-eth1,270,2024-11-18 06:50:46.414,192.168.1.30,192.168.1.10,TCP,66,44818 → 60142 0x0011
s1-eth3,135,2024-11-18 06:50:46.464,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth3,136,2024-11-18 06:50:46.464,192.168.1.30,192.168.1.10,TCP,66,44818 → 60158 0x0011
s1-eth2,171,2024-11-18 06:50:46.562,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0011
s1-eth2,172,2024-11-18 06:50:46.563,192.168.1.20,192.168.1.10,TCP,66,44818 → 36998 0x0011
s1-eth2,173,2024-11-18 06:50:46.563,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth3,137,2024-11-18 06:50:46.464,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth1,271,2024-11-18 06:50:46.414,192.168.1.10,192.168.1.30,TCP,66,60142 → 44818 0x0010
s1-eth1,272,2024-11-18 06:50:46.440,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,273,2024-11-18 06:50:46.440,192.168.1.30,192.168.1.10,TCP,66,44818 → 60158 0x0010
s1-eth1,274,2024-11-18 06:50:46.443,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,138,2024-11-18 06:50:46.466,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,139,2024-11-18 06:50:46.482,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,140,2024-11-18 06:50:46.486,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0011
s1-eth1,275,2024-11-18 06:50:46.443,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth1,276,2024-11-18 06:50:46.445,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,141,2024-11-18 06:50:46.487,192.168.1.30,192.168.1.10,TCP,66,44818 → 60156 0x0011
s1-eth1,277,2024-11-18 06:50:46.456,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,142,2024-11-18 06:50:46.487,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth3,143,2024-11-18 06:50:46.612,192.168.1.10,192.168.1.30,TCP,74,60166 → 44818 0x0002
s1-eth3,144,2024-11-18 06:50:46.612,192.168.1.30,192.168.1.10,TCP,74,44818 → 60166 0x0012
s1-eth3,145,2024-11-18 06:50:46.612,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth3,146,2024-11-18 06:50:46.656,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,278,2024-11-18 06:50:46.456,192.168.1.30,192.168.1.10,TCP,66,44818 → 60156 0x0010
s1-eth3,147,2024-11-18 06:50:46.656,192.168.1.30,192.168.1.10,TCP,66,44818 → 60166 0x0010
s1-eth3,148,2024-11-18 06:50:46.658,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,279,2024-11-18 06:50:46.458,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,280,2024-11-18 06:50:46.462,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0011
s1-eth1,281,2024-11-18 06:50:46.464,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,282,2024-11-18 06:50:46.464,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth3,149,2024-11-18 06:50:46.658,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth3,150,2024-11-18 06:50:46.660,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,151,2024-11-18 06:50:46.672,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,152,2024-11-18 06:50:46.679,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0011
s1-eth3,153,2024-11-18 06:50:46.680,192.168.1.30,192.168.1.10,TCP,66,44818 → 60166 0x0011
s1-eth3,154,2024-11-18 06:50:46.680,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth1,283,2024-11-18 06:50:46.464,192.168.1.30,192.168.1.10,TCP,66,44818 → 60158 0x0011
s1-eth1,284,2024-11-18 06:50:46.464,192.168.1.10,192.168.1.30,TCP,66,60158 → 44818 0x0010
s1-eth1,285,2024-11-18 06:50:46.466,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,155,2024-11-18 06:50:46.835,192.168.1.10,192.168.1.30,TCP,74,60168 → 44818 0x0002
s1-eth3,156,2024-11-18 06:50:46.835,192.168.1.30,192.168.1.10,TCP,74,44818 → 60168 0x0012
s1-eth3,157,2024-11-18 06:50:46.835,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth3,158,2024-11-18 06:50:46.867,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,159,2024-11-18 06:50:46.867,192.168.1.30,192.168.1.10,TCP,66,44818 → 60168 0x0010
s1-eth3,160,2024-11-18 06:50:46.870,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,286,2024-11-18 06:50:46.482,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,161,2024-11-18 06:50:46.870,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth1,287,2024-11-18 06:50:46.486,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0011
s1-eth1,288,2024-11-18 06:50:46.487,192.168.1.30,192.168.1.10,TCP,66,44818 → 60156 0x0011
s1-eth1,289,2024-11-18 06:50:46.487,192.168.1.10,192.168.1.30,TCP,66,60156 → 44818 0x0010
s1-eth1,290,2024-11-18 06:50:46.491,192.168.1.10,192.168.1.20,TCP,74,36998 → 44818 0x0002
s1-eth1,291,2024-11-18 06:50:46.491,192.168.1.20,192.168.1.10,TCP,74,44818 → 36998 0x0012
s1-eth3,162,2024-11-18 06:50:46.872,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,163,2024-11-18 06:50:46.885,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,164,2024-11-18 06:50:46.889,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0011
s1-eth3,165,2024-11-18 06:50:46.890,192.168.1.30,192.168.1.10,TCP,66,44818 → 60168 0x0011
s1-eth3,166,2024-11-18 06:50:46.890,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth1,292,2024-11-18 06:50:46.491,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth1,293,2024-11-18 06:50:46.531,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,294,2024-11-18 06:50:46.531,192.168.1.20,192.168.1.10,TCP,66,44818 → 36998 0x0010
s1-eth1,295,2024-11-18 06:50:46.536,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,296,2024-11-18 06:50:46.536,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth1,297,2024-11-18 06:50:46.538,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth1,298,2024-11-18 06:50:46.555,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,299,2024-11-18 06:50:46.562,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0011
s1-eth1,300,2024-11-18 06:50:46.563,192.168.1.20,192.168.1.10,TCP,66,44818 → 36998 0x0011
s1-eth1,301,2024-11-18 06:50:46.563,192.168.1.10,192.168.1.20,TCP,66,36998 → 44818 0x0010
s1-eth1,302,2024-11-18 06:50:46.612,192.168.1.10,192.168.1.30,TCP,74,60166 → 44818 0x0002
s1-eth1,303,2024-11-18 06:50:46.612,192.168.1.30,192.168.1.10,TCP,74,44818 → 60166 0x0012
s1-eth1,304,2024-11-18 06:50:46.612,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth1,305,2024-11-18 06:50:46.656,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,306,2024-11-18 06:50:46.656,192.168.1.30,192.168.1.10,TCP,66,44818 → 60166 0x0010
s1-eth1,307,2024-11-18 06:50:46.658,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,308,2024-11-18 06:50:46.658,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth1,309,2024-11-18 06:50:46.660,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,310,2024-11-18 06:50:46.672,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,311,2024-11-18 06:50:46.679,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0011
s1-eth1,312,2024-11-18 06:50:46.680,192.168.1.30,192.168.1.10,TCP,66,44818 → 60166 0x0011
s1-eth1,313,2024-11-18 06:50:46.680,192.168.1.10,192.168.1.30,TCP,66,60166 → 44818 0x0010
s1-eth1,314,2024-11-18 06:50:46.835,192.168.1.10,192.168.1.30,TCP,74,60168 → 44818 0x0002
s1-eth1,315,2024-11-18 06:50:46.835,192.168.1.30,192.168.1.10,TCP,74,44818 → 60168 0x0012
s1-eth1,316,2024-11-18 06:50:46.835,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth1,317,2024-11-18 06:50:46.867,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,318,2024-11-18 06:50:46.867,192.168.1.30,192.168.1.10,TCP,66,44818 → 60168 0x0010
s1-eth1,319,2024-11-18 06:50:46.870,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,320,2024-11-18 06:50:46.870,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth1,321,2024-11-18 06:50:46.872,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,322,2024-11-18 06:50:46.885,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,323,2024-11-18 06:50:46.889,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0011
s1-eth1,324,2024-11-18 06:50:46.890,192.168.1.30,192.168.1.10,TCP,66,44818 → 60168 0x0011
s1-eth1,325,2024-11-18 06:50:46.890,192.168.1.10,192.168.1.30,TCP,66,60168 → 44818 0x0010
s1-eth1,326,2024-11-18 06:50:48.690,192.168.1.10,192.168.1.20,TCP,74,37006 → 44818 0x0002
s1-eth1,327,2024-11-18 06:50:48.690,192.168.1.20,192.168.1.10,TCP,74,44818 → 37006 0x0012
s1-eth1,328,2024-11-18 06:50:48.690,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth1,329,2024-11-18 06:50:48.724,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth1,330,2024-11-18 06:50:48.724,192.168.1.20,192.168.1.10,TCP,66,44818 → 37006 0x0010
s1-eth1,331,2024-11-18 06:50:48.728,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,174,2024-11-18 06:50:48.690,192.168.1.10,192.168.1.20,TCP,74,37006 → 44818 0x0002
s1-eth2,175,2024-11-18 06:50:48.690,192.168.1.20,192.168.1.10,TCP,74,44818 → 37006 0x0012
s1-eth1,332,2024-11-18 06:50:48.728,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth1,333,2024-11-18 06:50:48.730,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,176,2024-11-18 06:50:48.690,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth2,177,2024-11-18 06:50:48.724,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,178,2024-11-18 06:50:48.724,192.168.1.20,192.168.1.10,TCP,66,44818 → 37006 0x0010
s1-eth2,179,2024-11-18 06:50:48.728,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,180,2024-11-18 06:50:48.728,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth2,181,2024-11-18 06:50:48.730,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,182,2024-11-18 06:50:48.745,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,183,2024-11-18 06:50:48.749,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0011
s1-eth2,184,2024-11-18 06:50:48.750,192.168.1.20,192.168.1.10,TCP,66,44818 → 37006 0x0011
s1-eth2,185,2024-11-18 06:50:48.750,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth1,334,2024-11-18 06:50:48.745,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,335,2024-11-18 06:50:48.749,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0011
s1-eth3,167,2024-11-18 06:50:49.032,192.168.1.10,192.168.1.30,TCP,74,60170 → 44818 0x0002
s1-eth1,336,2024-11-18 06:50:48.750,192.168.1.20,192.168.1.10,TCP,66,44818 → 37006 0x0011
s1-eth1,337,2024-11-18 06:50:48.750,192.168.1.10,192.168.1.20,TCP,66,37006 → 44818 0x0010
s1-eth1,338,2024-11-18 06:50:49.032,192.168.1.10,192.168.1.30,TCP,74,60170 → 44818 0x0002
s1-eth3,168,2024-11-18 06:50:49.032,192.168.1.30,192.168.1.10,TCP,74,44818 → 60170 0x0012
s1-eth1,339,2024-11-18 06:50:49.032,192.168.1.30,192.168.1.10,TCP,74,44818 → 60170 0x0012
s1-eth1,340,2024-11-18 06:50:49.032,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth3,169,2024-11-18 06:50:49.032,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth1,341,2024-11-18 06:50:49.066,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,170,2024-11-18 06:50:49.066,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth1,342,2024-11-18 06:50:49.066,192.168.1.30,192.168.1.10,TCP,66,44818 → 60170 0x0010
s1-eth1,343,2024-11-18 06:50:49.069,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth1,344,2024-11-18 06:50:49.069,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth3,171,2024-11-18 06:50:49.066,192.168.1.30,192.168.1.10,TCP,66,44818 → 60170 0x0010
s1-eth3,172,2024-11-18 06:50:49.069,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,173,2024-11-18 06:50:49.069,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth1,345,2024-11-18 06:50:49.071,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth1,346,2024-11-18 06:50:49.085,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth1,347,2024-11-18 06:50:49.091,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0011
s1-eth1,348,2024-11-18 06:50:49.092,192.168.1.30,192.168.1.10,TCP,66,44818 → 60170 0x0011
s1-eth1,349,2024-11-18 06:50:49.092,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth3,174,2024-11-18 06:50:49.071,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,175,2024-11-18 06:50:49.085,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,176,2024-11-18 06:50:49.091,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0011
s1-eth3,177,2024-11-18 06:50:49.092,192.168.1.30,192.168.1.10,TCP,66,44818 → 60170 0x0011
s1-eth3,178,2024-11-18 06:50:49.092,192.168.1.10,192.168.1.30,TCP,66,60170 → 44818 0x0010
s1-eth1,350,2024-11-18 06:50:49.509,192.168.1.10,192.168.1.20,TCP,74,37020 → 44818 0x0002
s1-eth1,351,2024-11-18 06:50:49.509,192.168.1.20,192.168.1.10,TCP,74,44818 → 37020 0x0012
